Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
90370,"90370.3116","Salmonella enterica subsp. enterica serovar Typhi strain 343078_256191","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
485,"485.5496","Neisseria gonorrhoeae ERR1560841","ciprofloxacin",,">=32",">=","32","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.15683","Klebsiella pneumoniae strain K760","ciprofloxacin","Resistant",,,,,"disk-diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
58712,"58712.93","Salmonella enterica subsp. enterica serovar Anatum strain 233","ciprofloxacin","Susceptible",,,,,"broth microdilution",,"Sensititre, NARMS custom plate CMV3AGNF","Thermo Scientific","CLSI, NARMS",2015,,,,"Laboratory Method",,"29678910"
573,"573.14503","Klebsiella pneumoniae KPN931ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.3715","Neisseria gonorrhoeae ERR222927","ciprofloxacin",,"0.015",,"0.015","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
287,"287.12477","Pseudomonas aeruginosa strain CH4877","ciprofloxacin",,"16",,"16","mg/L","MIC",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
590,"590.13613","Salmonella enterica SRR2407760","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.23306","Klebsiella pneumoniae strain kpneu031","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.13805","Salmonella enterica SRR1185856","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.13654","Klebsiella pneumoniae KPN1758ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.33310","Klebsiella pneumoniae strain NR5474","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
470,"470.5301","Acinetobacter baumannii strain Pesh-25","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31941492"
574,"574.8","Klebsiella pneumoniae subsp. ozaenae strain WCHKP030795","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.15260","Klebsiella pneumoniae strain ST-152:KO25","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
90370,"90370.2999","Salmonella enterica subsp. enterica serovar Typhi strain 343078_282174","ciprofloxacin","Resistant","2",,"2","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
470,"470.7717","Acinetobacter baumannii strain MRSN7270","ciprofloxacin","Resistant","2",">","2","mg/L","MIC",,"Phoenix","Becton Dickinson","CLSI",,,,,"Laboratory Method",,
1284802,"1284802.4","Klebsiella pneumoniae UHKPC33","ciprofloxacin","Resistant",">2",">","2",,,,,,,,,,,"Laboratory Method",,
90370,"90370.2720","Salmonella enterica subsp. enterica serovar Typhi strain 311189_259103","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
287,"287.12704","Pseudomonas aeruginosa strain ESP047","ciprofloxacin",,"128",,"128","mg/L","MIC",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
470,"470.636","Acinetobacter baumannii ABUH367548","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26939581"
28150,"28150.22","Salmonella enterica subsp. enterica serovar Senftenberg strain CVM N42232","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","27381390"
573,"573.26156","Klebsiella pneumoniae strain 5012STDY7312588","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.13117","Klebsiella pneumoniae KPN1115ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
590,"590.12259","Salmonella enterica SRR2227612","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.26137","Klebsiella pneumoniae strain 5012STDY7312753","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
470,"470.7488","Acinetobacter baumannii strain MRSN11778","ciprofloxacin","Susceptible","0.5","<=","0.5","mg/L","MIC",,"Phoenix","Becton Dickinson","CLSI",,,,,"Laboratory Method",,
485,"485.9490","Neisseria gonorrhoeae strain 4478STDY6638308","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
590,"590.14784","Salmonella enterica SRR1916371","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.7153","Neisseria gonorrhoeae strain 10356_1_13 (WHO_F)","ciprofloxacin",,"0.19",,"0.19","mg/L","E-test",,,"bioMérieux",,,,,,"Laboratory Method",,"31358980"
562,"562.57147","Escherichia coli strain 24742_1#97","ciprofloxacin","Susceptible",,,,,"broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.45641","Escherichia coli strain EC_05","ciprofloxacin","Susceptible","33",,"33","mg/L","Kirby-Bauer disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
573,"573.15524","Klebsiella pneumoniae strain INF197","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux","CLSI",,,,,"Laboratory Method",,"28369261"
590,"590.13661","Salmonella enterica SRR1637088","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
192955,"192955.118","Salmonella enterica subsp. enterica serovar Kentucky strain CVM N38236","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","27381390"
108619,"108619.40","Salmonella enterica subsp. enterica serovar Newport strain R8_4007_R1","ciprofloxacin","Susceptible",,,,,"Kirby-Bauer disk diffusion agar assay",,,,"CLSI",2013,,,,"Laboratory Method",,"28389536"
573,"573.13983","Klebsiella pneumoniae KPN238ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.30965","Klebsiella pneumoniae strain P33","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.16582","Salmonella enterica SRR3764720","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.4134","Klebsiella pneumoniae strain k2336","ciprofloxacin",,"0.25",,"0.25","mg/L","agar dilution",,,,"EUCAST",2016,,,,"Laboratory Method",,"28223459"
590,"590.12398","Salmonella enterica SRR2638018","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.17321","Salmonella enterica SRR3214109","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
562,"562.22678","Escherichia coli O13/O135:H4 strain ECO0268","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux",,,,,,"Laboratory Method",,"28720578"
573,"573.20888","Klebsiella pneumoniae strain EuSCAPE_RS016","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.21238","Klebsiella pneumoniae strain EuSCAPE_TR184","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.12919","Salmonella enterica SRR3664730","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.3391","Neisseria gonorrhoeae ERR1067756","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.33153","Klebsiella pneumoniae strain NR3220","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.15249","Klebsiella pneumoniae strain 183","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.14401","Klebsiella pneumoniae KPN793ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.4165","Neisseria gonorrhoeae ERR3201036","ciprofloxacin",,"0.003",,"0.003","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
1418243,"1418243.3","Pseudomonas aeruginosa BWH057","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,
573,"573.24273","Klebsiella pneumoniae strain 275","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
548,"548.532","Klebsiella aerogenes strain MUGSI_288","ciprofloxacin","Susceptible","0.25","<","0.25","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
28901,"28901.8250","Salmonella enterica strain 2014AM-0861","ciprofloxacin","Resistant","1","==","1","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
72407,"72407.1102","Klebsiella pneumoniae subsp. pneumoniae strain DG6658","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.6084","Neisseria gonorrhoeae ERR855368","ciprofloxacin",,"0.015",,"0.015","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
562,"562.45603","Escherichia coli strain EC_82","ciprofloxacin","Resistant","10",,"10","mg/L","Kirby-Bauer disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
573,"573.13123","Klebsiella pneumoniae KPN1121ec","ciprofloxacin","Susceptible","1",,"1","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13652","Klebsiella pneumoniae KPN1756ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.57404","Escherichia coli strain W1_7_ERG10","ciprofloxacin","Resistant",,,,,"N206 card on the Vitek 2",,,"bioMérieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
666,"666.4947","Vibrio cholerae O1 Inaba P37","ciprofloxacin","Susceptible",,,,,"broth microdilution",,"Sensititre","TREK Diagnostic Systems Ltd","clsi",2015,,,,"Laboratory Method",,"28103259"
595,"595.120","Salmonella enterica subsp. enterica serovar Infantis strain UZH-SAL-61-13","ciprofloxacin","Susceptible",,,,,"disk-diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"28751886"
470,"470.1323","Acinetobacter baumannii strain ORAB08","ciprofloxacin",,">2",">","2","mg/L",,,"Sensititre GNX2F trays:Trek Diagnostic Systems",,"CLSI",2014,,,,"Laboratory Method",,"28893775"
149385,"149385.22","Salmonella enterica subsp. enterica serovar Hadar strain CVM N29339","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
573,"573.16458","Klebsiella pneumoniae strain HA-99","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.7230","Neisseria gonorrhoeae strain 10356_1_91","ciprofloxacin",,"0.008",,"0.008","mg/L","E-test",,,"bioMérieux",,,,,,"Laboratory Method",,"31358980"
485,"485.5619","Neisseria gonorrhoeae ERR1602746","ciprofloxacin",,">=32",">=","32","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.17524","Salmonella enterica SRR3045974","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.6491","Neisseria gonorrhoeae SRR2736297","ciprofloxacin",,"0.015",,"0.015","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
624,"624.1927","Shigella sonnei strain 149264","ciprofloxacin","r",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
485,"485.3386","Neisseria gonorrhoeae ERR1067759","ciprofloxacin",,"4",,"4","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
485,"485.6690","Neisseria gonorrhoeae SRR3360953","ciprofloxacin",,"0.015",,"0.015","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.29748","Klebsiella pneumoniae strain ZKP56","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
197,"197.16155","Campylobacter jejuni strain FSIS1606359","ciprofloxacin","Susceptible","0.06","==","0.06","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.57485","Escherichia coli strain PB236","ciprofloxacin","Resistant",,,,,"N206 card on the Vitek 2",,,"bioMérieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
470,"470.3769","Acinetobacter baumannii strain ARLG-1860","ciprofloxacin","Resistant",,">","2","mg/L","MIC",,,,,,,,,"Laboratory Method",,
287,"287.12713","Pseudomonas aeruginosa strain ESP063","ciprofloxacin",,"256",,"256","mg/L","MIC",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
287,"287.8512","Pseudomonas aeruginosa strain FDA-CDC-AR_0232","ciprofloxacin","Resistant","4","==","4","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.8372","Neisseria gonorrhoeae strain 4478STDY6638019","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
573,"573.19938","Klebsiella pneumoniae strain SL68","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.20166","Klebsiella pneumoniae strain NCTC9145","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.5556","Neisseria gonorrhoeae ERR1560898","ciprofloxacin",,"16",,"16","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.27387","Klebsiella pneumoniae strain P072F","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.16600","Salmonella enterica SRR2542489","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14676","Salmonella enterica SRR1914397","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
115981,"115981.59","Salmonella enterica subsp. enterica serovar Montevideo strain 199","ciprofloxacin","Susceptible",,,,,"broth microdilution",,"Sensititre, NARMS custom plate CMV3AGNF","Thermo Scientific","CLSI, NARMS",2015,,,,"Laboratory Method",,"29678910"
573,"573.27973","Klebsiella pneumoniae strain 42223","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.42773","Escherichia coli strain M19","ciprofloxacin","Resistant","4",">=","4","mg/L","MIC",,"Vitek","Biom�rieux","CLSI",,,,,"Laboratory Method",,
573,"573.35547","Klebsiella pneumoniae strain KP71_H","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
470,"470.7880","Acinetobacter baumannii strain MRSN7491","ciprofloxacin","Resistant","2",">","2","mg/L","MIC",,"Phoenix","Becton Dickinson","CLSI",,,,,"Laboratory Method",,
573,"573.14374","Klebsiella pneumoniae KPN755ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
197,"197.16021","Campylobacter jejuni strain FSIS1605886","ciprofloxacin","Susceptible","0.12","==","0.12","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.4960","Neisseria gonorrhoeae DRR124893","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.27974","Klebsiella pneumoniae strain 31319","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
550,"550.818","Enterobacter cloacae strain e2549","ciprofloxacin",,"4",,"4","mg/L","MIC",,,,"EUCAST",2016,,,,"Laboratory Method",,"27669519"
485,"485.9728","Neisseria gonorrhoeae strain AUSMDU00005607","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
485,"485.6169","Neisseria gonorrhoeae ERR956682","ciprofloxacin",,"16",,"16","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
562,"562.22805","Escherichia coli O2:H7 strain ECO0403","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.5430","Escherichia coli CVM N37059PS","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method","26142410","26142410"
470,"470.7374","Acinetobacter baumannii strain FDA-CDC-AR_0273","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.6465","Neisseria gonorrhoeae SRR2736271","ciprofloxacin",,"0.015",,"0.015","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
485,"485.5651","Neisseria gonorrhoeae ERR1602787","ciprofloxacin",,"1",,"1","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
485,"485.4508","Neisseria gonorrhoeae ERR854874","ciprofloxacin",,"0.004",,"0.004","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
573,"573.12776","Klebsiella pneumoniae strain 1721","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
550,"550.735","Enterobacter cloacae strain e1589","ciprofloxacin",,"0.015",,"0.015","mg/L","MIC",,,,"EUCAST",2016,,,,"Laboratory Method",,"27669519"
562,"562.5468","Escherichia coli CVM N33601PS","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method","26142410","26142410"
485,"485.7058","Neisseria gonorrhoeae SRR5827338","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
197,"197.16094","Campylobacter jejuni strain FSIS1606113","ciprofloxacin","Susceptible","0.06","==","0.06","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
623,"623.1433","Shigella flexneri strain AUSMDU00011122","ciprofloxacin","Susceptible",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
590,"590.17219","Salmonella enterica SRR2976055","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.365","Neisseria gonorrhoeae 32928","ciprofloxacin",,"0.002",,"0.002","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
590,"590.17298","Salmonella enterica SRR3136891","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15533","Salmonella enterica SRR3101830","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.5987","Neisseria gonorrhoeae ERR855253","ciprofloxacin",,"16",,"16","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
85569,"85569.221","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain SPAINf","ciprofloxacin","Susceptible",,,,,"breakpoint","0.5mg/l",,,,,,,,"Laboratory Method",,"24030491"
28901,"28901.8923","Salmonella enterica strain CVM N42470","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
573,"573.34078","Klebsiella pneumoniae strain EC03629993","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.32339","Klebsiella pneumoniae strain NICU_3_P1","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.28050","Klebsiella pneumoniae strain 071I1","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.7802","Neisseria gonorrhoeae strain AUSMDU00007010","ciprofloxacin","Resistant","0.030",,"0.030","mg/L","agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
485,"485.3902","Neisseria gonorrhoeae ERR2631941","ciprofloxacin",,"0.012",,"0.012","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
590,"590.16091","Salmonella enterica SRR3295901","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
573,"573.31663","Klebsiella pneumoniae strain NMI344_17","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
666,"666.4897","Vibrio cholerae O1 Inaba MK14","ciprofloxacin","Susceptible",,,,,"broth microdilution",,"Sensititre","TREK Diagnostic Systems Ltd","clsi",2015,,,,"Laboratory Method",,"28103259"
485,"485.4134","Neisseria gonorrhoeae ERR3200993","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
485,"485.4110","Neisseria gonorrhoeae ERR3200945","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
562,"562.23742","Escherichia coli O6:H1 strain ECO1477","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
623,"623.1415","Shigella flexneri strain AUSMDU00010099","ciprofloxacin","Susceptible",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
573,"573.26022","Klebsiella pneumoniae strain NJSXKYY19-CR","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
470,"470.1328","Acinetobacter baumannii strain ORAB16","ciprofloxacin",,">2",">","2","mg/L",,,"Sensititre GNX2F trays:Trek Diagnostic Systems",,"CLSI",2014,,,,"Laboratory Method",,"28893775"
573,"573.14248","Klebsiella pneumoniae KPN574ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
28901,"28901.8903","Salmonella enterica strain CVM N42331","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
573,"573.14079","Klebsiella pneumoniae KPN354ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.22557","Klebsiella pneumoniae strain SU13","ciprofloxacin",,"16",,"16","mg/L","MIC","agar dilution",,,,,,,,"Laboratory Method",,"30809212"
573,"573.20062","Klebsiella pneumoniae strain AR_0075","ciprofloxacin","Resistant",">8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.238","Neisseria gonorrhoeae strain GCGS238","ciprofloxacin",,"32",,"32","mg/L","MIC",,"agar dilution",,"CDC GISP Protocol",2010,,,,"Laboratory Method",,"27575582"
485,"485.3608","Neisseria gonorrhoeae ERR1082251","ciprofloxacin",,"0.015",,"0.015","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.14321","Salmonella enterica SRR2085752","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
90370,"90370.3508","Salmonella enterica subsp. enterica serovar Typhi strain 20621_8#25","ciprofloxacin","IS",,,,,"Kirby-Bauer disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"29684021"
573,"573.27579","Klebsiella pneumoniae strain NCTC9616","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.21859","Klebsiella pneumoniae strain EuSCAPE_IT380","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.15781","Salmonella enterica SRR3295875","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
